id	source_path	sheet	nrow	ncol	columns	categorical_counts	contains_target_numbers
f0119.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\audit_ascii\external.xlsx	projection_summary_GSE118761	3	5	projected_cluster|n|atopy_rate|asthma_rate|wheeze_rate	projected_cluster:C1=1;C2=1;C3=1	FALSE
f0119.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\audit_ascii\external.xlsx	projection_metrics_GSE118761	1	3	dataset|ARI_vs_original_projected|NMI_vs_original_projected	ARI_vs_original_projected:0.488372821416674=1 | NMI_vs_original_projected:0.47604970104053=1	FALSE
f0120.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\audit_ascii\margin.xlsx	distances	520	12	sample_id|tissue|ECM_definition|residual_projection|projected_cluster|nearest_distance|second_distance|assignment_margin|low_confidence|atopy|asthma|wheeze	residual_projection:FALSE=312;TRUE=208 | projected_cluster:C3=217;C1=189;C2=114	FALSE
f0121.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\audit_ascii\nasal.xlsx	nasal	15	11	tissue|ECM_definition|residual_projection|projected_cluster|n|mean_margin|low_confidence_rate|atopy_rate|asthma_rate|wheeze_rate|asthma_wheeze_identical	residual_projection:FALSE=9;TRUE=6 | projected_cluster:C1=5;C2=5;C3=5	TRUE
f0122.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\audit_ascii\tracheal.xlsx	tracheal	15	11	tissue|ECM_definition|residual_projection|projected_cluster|n|mean_margin|low_confidence_rate|atopy_rate|asthma_rate|wheeze_rate|asthma_wheeze_identical	residual_projection:FALSE=9;TRUE=6 | projected_cluster:C1=5;C2=5;C3=5	FALSE
f0124.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\release\childhood-asthma-epithelial-programs\outputs\05_external_ECM\corrected_projection_specificity.xlsx	projection_specificity	2	18	ECM_definition|metric|true_value|random_n|random_mean|random_sd|q2.5|q50|q97.5|empirical_p|monte_carlo_se|true_percentile|BH_FDR_external8|tissue|mean_assignment_margin|low_confidence_rate|random_median_low_confidence|projection_specificity_supported	projection_specificity_supported:FALSE=2	FALSE
f0124.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\release\childhood-asthma-epithelial-programs\outputs\05_external_ECM\corrected_projection_specificity.xlsx	real_projection_assignments	208	8	ECM_definition|tissue|sample_id|projected_cluster|nearest_distance|second_distance|assignment_margin|low_confidence	projected_cluster:3=79;1=75;2=54	FALSE
f0125.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\release\childhood-asthma-epithelial-programs\outputs\05_external_ECM\fair_mean_z_vs_ssGSEA_models.xlsx	models	36	16	dataset|tissue|ECM_definition|outcome|method|covariates|n|events|estimable|beta|SE|OR_per_SD|CI_low|CI_high|p_value|AIC		FALSE
f0125.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\release\childhood-asthma-epithelial-programs\outputs\05_external_ECM\fair_mean_z_vs_ssGSEA_models.xlsx	comparison	18	27	dataset|tissue|ECM_definition|outcome|n_mean_z|n_ssGSEA|events_mean_z|events_ssGSEA|beta_mean_z|beta_ssGSEA|SE_mean_z|SE_ssGSEA|OR_per_SD_mean_z|OR_per_SD_ssGSEA|CI_low_mean_z|CI_low_ssGSEA|CI_high_mean_z|CI_high_ssGSEA|p_value_mean_z|p_value_ssGSEA|AIC_mean_z|AIC_ssGSEA|same_n|same_events|direction_consistent|materially_consistent|beta_difference		FALSE
f0126.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\release\childhood-asthma-epithelial-programs\outputs\05_external_ECM\STRICT_CLASSIFICATION_AUDIT.xlsx	criterion5	2	18	ECM_definition|metric|true_value|random_n|random_mean|random_sd|q2.5|q50|q97.5|empirical_p|monte_carlo_se|true_percentile|BH_FDR_external8|tissue|mean_assignment_margin|low_confidence_rate|random_median_low_confidence|projection_specificity_supported	projection_specificity_supported:FALSE=2	FALSE
f0126.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\release\childhood-asthma-epithelial-programs\outputs\05_external_ECM\STRICT_CLASSIFICATION_AUDIT.xlsx	criterion6	12	27	dataset|tissue|ECM_definition|outcome|n_mean_z|n_ssGSEA|events_mean_z|events_ssGSEA|beta_mean_z|beta_ssGSEA|SE_mean_z|SE_ssGSEA|OR_per_SD_mean_z|OR_per_SD_ssGSEA|CI_low_mean_z|CI_low_ssGSEA|CI_high_mean_z|CI_high_ssGSEA|p_value_mean_z|p_value_ssGSEA|AIC_mean_z|AIC_ssGSEA|same_n|same_events|direction_consistent|materially_consistent|beta_difference		FALSE
f0128.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\repository\outputs\05_external_ECM\corrected_projection_specificity.xlsx	projection_specificity	2	18	ECM_definition|metric|true_value|random_n|random_mean|random_sd|q2.5|q50|q97.5|empirical_p|monte_carlo_se|true_percentile|BH_FDR_external8|tissue|mean_assignment_margin|low_confidence_rate|random_median_low_confidence|projection_specificity_supported	projection_specificity_supported:FALSE=2	FALSE
f0128.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\repository\outputs\05_external_ECM\corrected_projection_specificity.xlsx	real_projection_assignments	208	8	ECM_definition|tissue|sample_id|projected_cluster|nearest_distance|second_distance|assignment_margin|low_confidence	projected_cluster:3=79;1=75;2=54	FALSE
f0129.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\repository\outputs\05_external_ECM\fair_mean_z_vs_ssGSEA_models.xlsx	models	36	16	dataset|tissue|ECM_definition|outcome|method|covariates|n|events|estimable|beta|SE|OR_per_SD|CI_low|CI_high|p_value|AIC		FALSE
f0129.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\repository\outputs\05_external_ECM\fair_mean_z_vs_ssGSEA_models.xlsx	comparison	18	27	dataset|tissue|ECM_definition|outcome|n_mean_z|n_ssGSEA|events_mean_z|events_ssGSEA|beta_mean_z|beta_ssGSEA|SE_mean_z|SE_ssGSEA|OR_per_SD_mean_z|OR_per_SD_ssGSEA|CI_low_mean_z|CI_low_ssGSEA|CI_high_mean_z|CI_high_ssGSEA|p_value_mean_z|p_value_ssGSEA|AIC_mean_z|AIC_ssGSEA|same_n|same_events|direction_consistent|materially_consistent|beta_difference		FALSE
f0130.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\repository\outputs\05_external_ECM\STRICT_CLASSIFICATION_AUDIT.xlsx	criterion5	2	18	ECM_definition|metric|true_value|random_n|random_mean|random_sd|q2.5|q50|q97.5|empirical_p|monte_carlo_se|true_percentile|BH_FDR_external8|tissue|mean_assignment_margin|low_confidence_rate|random_median_low_confidence|projection_specificity_supported	projection_specificity_supported:FALSE=2	FALSE
f0130.xlsx	[LOCAL_PROJECT_ROOT]\\full_manuscript_GitHub_release_20260918_work\repository\outputs\05_external_ECM\STRICT_CLASSIFICATION_AUDIT.xlsx	criterion6	12	27	dataset|tissue|ECM_definition|outcome|n_mean_z|n_ssGSEA|events_mean_z|events_ssGSEA|beta_mean_z|beta_ssGSEA|SE_mean_z|SE_ssGSEA|OR_per_SD_mean_z|OR_per_SD_ssGSEA|CI_low_mean_z|CI_low_ssGSEA|CI_high_mean_z|CI_high_ssGSEA|p_value_mean_z|p_value_ssGSEA|AIC_mean_z|AIC_ssGSEA|same_n|same_events|direction_consistent|materially_consistent|beta_difference		FALSE
